Item,Class,Type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Injection,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N01acd7d1c5594a84bf49d83f1f163da1,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100114,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntity,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000T1001XX,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000S2001XX,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_500_mg_Tablet,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#SUNWARD_PHARMACEUTICAL_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000T100112,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nc11d4b027a714b379a2b45d423f3b299,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasParentMDC,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N660a3129a10e49428caaa59e991262dc,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#SCANLAB_SENDIRIAN_BERHAD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#AntimigraineMedicines,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Propranolol_HCl_10_mg_Tablet,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N48ba72c1d8e9407f8184178e03a352f0,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMANIAGA_MANUFACTURING_BERHAD,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Ne76f3c717f9949a5ab67e4e115efc7bb,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19910697_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#TEMPOL_SUPPOSITORY_250MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19870030_A,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_120_mg/5_ml_Syrup,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N35baf072e3b44eae9872ab56d7944ed3,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ASTRAZENECA_SDN._BHD.,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nb0947ea3caa04c5896057c432d5272cb,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#APO-PROPRANOLOL_TABLET_10MG,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#DosageTerm,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N380e110ec54e4bd893f9e02db214a590,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#IDS_SERVICES_(MALAYSIA)_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasDoctorCategory,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_250_mg_Suppository,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100114,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19984685_AR,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100105,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Na5906210d7694d2584d789d2228ff1c8,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_120_mg/5_ml_Syrup,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Ibuprofen_200_mg_Tablet,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19973020_A,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ASCENT_PHARMAHEALTH_ASIA_(MALAYSIA)SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#TherapeuticGroup,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100103,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#INDERAL_TABLET_10MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ASTRAZENECA_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100106,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nebb37051afbd4e3f823e7deb57c5f65a,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19962557_A,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000L900105,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19920359_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#STERLING_DRUG_(MALAYA)_SDN._BHD.,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Ibuprofen_200_mg_Tablet,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_500_mg_Tablet,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#DUOPHARMA_M_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N0e48b82f71214175b043584fa9e25c47,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Na344d46297fa424cb723e230db612e2e,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20014523_A,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19984685_AR,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20014523_A,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100108,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N7ba32f9f853a4c19b534b2c428c87897,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N8a6e849615fd4bebb62c99bd61f3b7da,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nd41dc288b6db4225813ee59b4c7fc286,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
